id,Account1,Monthly Period,History,Motive,Credit1,Account2,Employment Period,InstallmentRate,Gender&Type,Sponsors,Tenancy Period,Plotsize,Age,Plan,Housing,#Credits,Post,#Authorities,Phone,Expatriate,InstallmentCredit,Yearly Period,Class
id19,aa,24,c2,p1,6579,sacc1,time1,4,F0,G1,2,XL,29,PL3,H3,1,Jb4,1,no,FALSE,34.9365515295014,1.70717983840982,2.0
id765,ab,11,c3,p3,4771,sacc1,time4,2,F0,G1,4,ME,51,PL3,H2,1,Jb3,1,yes,FALSE,26.75296708351,0.852267669406228,1.0
id575,ab,48,c2,p3,3060,sacc1,time4,4,F0,G1,4,SM,28,PL3,H2,2,Jb3,1,yes,FALSE,16.4506191817108,3.52040659811479,0.0
id613,ab,6,c2,p3,1068,sacc1,time5,4,F0,G1,4,LA,28,PL3,H2,1,Jb3,2,yes,FALSE,6.10422325633179,0.342507086441882,0.0
id2,ab,24,c2,p3,3758,sacc3,time1,1,M1,G1,4,XL,23,PL3,H1,1,Jb1,1,yes,FALSE,20.8439111497958,2.06636041588728,2.0
id315,ab,21,c4,p2,2745,sacc4,time4,3,F0,G1,2,LA,32,PL3,H2,2,Jb3,1,no,FALSE,14.758025148067,1.84566166745096,0.0
id38,ab,36,c2,p0,12389,sacc5,time3,1,F0,G1,4,XL,37,PL3,H3,1,Jb3,1,no,FALSE,66.4931793160847,2.56150978098255,2.0
id287,ad,24,c3,p0,2032,sacc1,time5,4,F0,G1,4,XL,60,PL3,H3,2,Jb3,1,no,FALSE,10.7863701812732,1.6907536411949,2.0
id677,ad,6,c2,p0,3518,sacc1,time3,2,F0,G3,3,ME,26,PL3,H1,1,Jb3,1,yes,FALSE,19.9505817958183,0.088636577075827,2.0
id22,ad,36,c3,p3,4463,sacc1,time3,4,F0,G1,2,LA,26,PL3,H2,2,Jb4,1,no,FALSE,23.7032566089962,2.68247788303888,1.0
id330,ad,24,c2,p1,2670,sacc1,time5,4,F0,G1,4,LA,35,PL3,H2,1,Jb4,1,no,FALSE,14.3637454738257,1.56402763603182,
id483,ad,12,c4,p2,1592,sacc4,time4,3,M1,G1,2,ME,35,PL3,H2,1,Jb3,1,yes,TRUE,8.77208844782912,0.712326226893626,
id55,ab,36,c2,p3,4795,sacc1,time2,4,M1,G1,1,XL,30,PL3,H2,1,Jb4,1,no,FALSE,25.3646957836374,2.61090773909501,
id109,ac,24,c2,p2,2892,sacc1,time5,3,M0,G1,4,XL,51,PL3,H3,1,Jb3,1,yes,FALSE,14.7859279127656,2.05777783486853,
id455,aa,12,c1,p8,339,sacc1,time5,4,F1,G1,1,LA,45,PL1,H2,1,Jb2,1,yes,FALSE,2.55025401455299,0.977561777298822,
id926,ad,18,c4,p3,2238,sacc1,time3,2,M1,G1,1,LA,25,PL3,H2,2,Jb3,1,yes,FALSE,12.243414315802,1.07075272411174,
id702,aa,30,c4,p1,10623,sacc1,time5,3,F0,G1,4,XL,38,PL3,H3,3,Jb4,2,no,FALSE,58.2893248448622,2.56500823234754,
id146,ad,10,c2,p1,2901,sacc5,time2,1,M1,G1,4,SM,31,PL3,H1,1,Jb3,1,yes,FALSE,14.7555978586834,0.994151918921592,
id779,ac,10,c2,p4,1225,sacc1,time3,2,F0,G1,2,LA,37,PL3,H2,1,Jb3,1,no,FALSE,6.68217724029859,0.461408125158184,
id897,ad,15,c2,p2,2221,sacc3,time3,2,M1,G1,4,LA,20,PL3,H1,1,Jb3,1,yes,FALSE,11.2616402532671,1.36135824899138,
id216,aa,24,c2,p2,3345,sacc1,time5,4,F0,G1,2,ME,39,PL3,H1,1,Jb4,1,no,FALSE,18.6564309269804,2.2638937407785,
id306,ab,54,c0,p9,15945,sacc1,time2,3,F0,G1,4,XL,58,PL3,H1,1,Jb3,1,no,FALSE,86.6129813929157,4.2867974835578,
id36,ab,24,c2,p1,4113,sacc3,time2,3,M1,G1,4,LA,28,PL3,H1,1,Jb3,1,yes,FALSE,22.3986108929711,2.01136418233319,
id476,ad,24,c3,p1,4679,sacc1,time4,3,F0,G1,3,LA,35,PL3,H2,2,Jb2,1,no,FALSE,25.0374190267602,1.83227874032453,
id263,aa,24,c1,p2,2483,sacc3,time3,4,F0,G1,4,SM,22,PL2,H2,1,Jb3,1,no,FALSE,12.8787711925494,2.194335830492,
id652,ad,18,c2,p0,2662,sacc5,time4,4,F0,G1,3,ME,32,PL3,H2,1,Jb3,1,yes,TRUE,13.5388421954549,1.46100494427359,
id268,ad,18,c2,p3,1505,sacc1,time3,4,F0,G1,2,XL,32,PL3,H3,1,Jb4,1,no,FALSE,8.41464167500015,1.01755168873984,
id487,ad,24,c4,p3,5103,sacc1,time2,3,F1,G1,3,XL,47,PL3,H3,3,Jb3,1,no,FALSE,28.6379750773758,1.56698427034203,
id851,aa,6,c2,p0,1203,sacc2,time5,3,F0,G1,2,ME,43,PL3,H2,1,Jb3,1,no,FALSE,7.43482899231602,0.455587837192248,
id62,ab,60,c2,p6,6288,sacc1,time3,4,F0,G1,4,XL,42,PL3,H3,1,Jb3,1,yes,FALSE,34.2875704895405,5.20425384246552,
id203,aa,20,c4,p2,4272,sacc1,time5,1,M1,G1,4,ME,24,PL3,H2,2,Jb3,1,yes,FALSE,23.3377728601949,1.4054278928124,
id740,ab,27,c4,p3,2520,sacc3,time3,4,F0,G1,2,ME,23,PL3,H2,2,Jb2,1,yes,FALSE,13.3244851003779,2.32847786517964,
id284,ad,10,c4,p2,2146,sacc1,time2,1,M1,G1,3,SM,23,PL3,H1,2,Jb3,1,yes,FALSE,10.8563497786391,0.751234960623495,
id848,ab,12,c4,p2,3617,sacc1,time5,1,F0,G1,4,LA,28,PL3,H1,3,Jb3,1,no,FALSE,19.7523547227252,1.1766092109387,
id973,ad,30,c4,p3,2831,sacc1,time3,4,M1,G1,2,LA,33,PL3,H2,1,Jb3,1,no,FALSE,15.0747888153351,2.85329955558456,
id86,ad,6,c4,p3,1554,sacc1,time4,1,M1,G1,2,LA,24,PL3,H1,2,Jb3,1,no,FALSE,9.41751813182834,0.659982836523079,
id750,ad,18,c4,p3,6070,sacc1,time5,3,F0,G1,4,LA,33,PL3,H2,2,Jb3,1,no,FALSE,32.4135915149316,1.24991760268206,
id923,ac,15,c2,p6,1905,sacc1,time5,4,F0,G1,4,LA,40,PL3,H1,1,Jb4,1,no,FALSE,9.8571209672651,1.57407492442715,
id233,ab,27,c0,p9,8318,sacc1,time5,2,M1,G1,4,XL,42,PL3,H3,2,Jb4,1,no,FALSE,45.2956258704721,1.78438927685367,
id977,ac,24,c2,p2,3749,sacc1,time2,2,M1,G1,4,LA,26,PL3,H2,1,Jb3,1,yes,FALSE,20.377225932691,2.49771155558598,
id409,aa,36,c1,p2,2746,sacc1,time5,4,F0,G1,4,LA,31,PL1,H2,1,Jb3,1,yes,FALSE,15.6775040121533,2.71149232992509,
id333,ad,10,c2,p6,727,sacc3,time5,4,F0,G1,4,XL,46,PL3,H3,1,Jb3,1,no,FALSE,4.94399551151216,0.419899535108211,
id17,ad,18,c4,p2,1817,sacc1,time3,4,M1,G1,2,XL,28,PL3,H2,2,Jb3,1,yes,FALSE,9.91825007433589,1.58550003580324,
id788,ab,18,c4,p3,1795,sacc1,time5,3,M1,G3,4,SM,48,PL1,H1,2,Jb2,1,no,FALSE,10.0549630883063,1.67151003155831,
id729,ab,36,c2,p5,2384,sacc1,time2,4,F0,G1,1,XL,33,PL3,H1,1,Jb2,1,yes,FALSE,12.6266361863411,2.87617142548735,
id279,aa,42,c4,p5,3394,sacc1,time1,4,F0,G2,4,LA,65,PL3,H2,2,Jb1,1,yes,FALSE,19.2078192591438,3.7841729822005,
id493,ad,48,c2,p9,4844,sacc1,time1,3,F0,G1,2,LA,33,PL1,H1,1,Jb4,1,no,FALSE,27.0785307441866,4.43400870740627,
id764,ad,18,c4,p2,3780,sacc1,time2,3,M0,G1,2,LA,35,PL3,H2,2,Jb4,1,no,FALSE,19.6835506363163,1.06296115035614,
id48,ad,30,c1,p1,7485,sacc5,time1,4,M1,G1,1,SM,53,PL1,H2,1,Jb4,1,no,FALSE,39.8553008443797,2.15034811013519,
id776,ad,22,c2,p3,2675,sacc3,time5,3,F0,G1,4,LA,40,PL3,H2,1,Jb3,1,yes,FALSE,15.5013012787029,2.08626628778253,
id20,aa,6,c4,p2,1872,sacc1,time1,4,F0,G1,4,XL,36,PL3,H3,3,Jb4,1,no,FALSE,9.76652777129403,0.914408543489874,
id527,ab,10,c1,p3,1048,sacc1,time3,4,F0,G1,4,SM,23,PL2,H2,1,Jb2,1,yes,FALSE,6.44393227180307,0.921793963875375,
id871,aa,30,c2,p2,3108,sacc1,time2,2,M0,G1,4,ME,31,PL3,H2,1,Jb2,1,yes,FALSE,17.4273234595507,2.1202082502939,
id239,ad,15,c2,p1,3812,sacc2,time2,1,M1,G1,4,LA,23,PL3,H2,1,Jb3,1,no,FALSE,21.0156329047644,1.71022504939312,
id704,ab,12,c2,p3,6468,sacc5,time1,2,F0,G1,1,XL,52,PL3,H2,1,Jb4,1,no,FALSE,34.6180433696834,1.03201239553668,
id101,aa,12,c2,p0,900,sacc5,time3,4,F1,G1,2,LA,23,PL3,H2,1,Jb3,1,yes,FALSE,4.36272919617005,1.3351643636858,
id786,ab,24,c2,p0,2718,sacc1,time3,3,M1,G1,4,ME,20,PL3,H1,1,Jb2,1,no,FALSE,13.8290693774019,2.25409152137383,
id335,aa,30,c0,p2,4583,sacc1,time3,2,M0,G3,2,SM,32,PL3,H2,2,Jb3,1,yes,FALSE,25.6276466371866,2.68595430147767,
id971,ab,15,c1,p0,1264,sacc2,time3,2,F1,G1,2,ME,25,PL3,H1,1,Jb3,1,yes,FALSE,7.37196388161789,1.53232741771087,
id727,ad,10,c2,p1,2848,sacc2,time3,1,F0,G2,2,SM,32,PL3,H2,1,Jb3,2,yes,FALSE,16.1603307570571,1.1881287282508,
id408,ad,36,c4,p3,9566,sacc1,time3,2,M1,G1,2,LA,31,PL2,H2,2,Jb3,1,yes,FALSE,51.26735423599,2.64798556670438,
id391,ab,48,c3,p6,6224,sacc1,time5,4,F0,G1,4,XL,50,PL3,H3,1,Jb3,1,yes,FALSE,33.1063693728139,4.13225806900249,
id796,ab,18,c4,p2,7374,sacc1,time1,4,F0,G1,4,ME,40,PL2,H2,2,Jb4,1,no,FALSE,40.1044333678359,1.14004751788488,
id329,ad,15,c3,p3,1478,sacc1,time3,4,F1,G1,3,SM,33,PL1,H2,2,Jb3,1,yes,FALSE,8.48490202174902,1.27357594355676,
id499,ad,12,c2,p3,776,sacc1,time3,4,F1,G1,2,SM,28,PL3,H2,1,Jb3,1,yes,FALSE,4.30364019272331,0.610327655277782,
id772,ad,6,c2,p2,1766,sacc1,time3,1,F1,G1,2,ME,21,PL3,H1,1,Jb3,1,yes,FALSE,9.68838938336965,0.737665871279742,
id477,ad,24,c4,p3,1851,sacc1,time4,4,F1,G3,2,LA,33,PL3,H2,2,Jb3,1,no,FALSE,10.5403832513517,1.66737475350555,
id457,aa,12,c2,p2,1282,sacc1,time3,2,M1,G1,4,LA,20,PL3,H1,1,Jb3,1,yes,FALSE,6.30554024256765,1.05054848462822,
id358,ab,15,c2,p5,1308,sacc1,time5,4,F0,G1,4,LA,38,PL3,H2,2,Jb2,1,yes,FALSE,7.1501517859788,1.71413373849861,
id126,ad,12,c4,p9,1412,sacc1,time3,4,M1,G3,2,SM,29,PL3,H2,2,Jb4,1,no,FALSE,8.39512678372796,1.20207709796264,
id468,aa,15,c4,p2,1478,sacc1,time5,4,F0,G1,4,LA,44,PL3,H2,2,Jb3,2,no,FALSE,7.29104487241879,0.868634537272465,
id811,ad,36,c4,p0,7855,sacc1,time3,4,M1,G1,2,SM,25,PL2,H2,2,Jb3,1,no,FALSE,43.2095535076243,3.19623524274478,
id787,aa,18,c4,p2,2124,sacc1,time3,4,M1,G1,4,SM,24,PL3,H1,2,Jb3,1,yes,FALSE,11.5336407932179,1.04171183423902,
id604,aa,18,c2,p0,1216,sacc1,time2,4,M1,G1,3,LA,23,PL3,H1,1,Jb3,1,no,FALSE,6.88766278177822,1.77500315984908,
id699,ad,9,c2,p6,3832,sacc5,time5,1,F0,G1,4,SM,64,PL3,H2,1,Jb2,1,yes,FALSE,20.5786309312364,0.747078718110545,
id278,ad,33,c3,p9,2764,sacc1,time3,2,M1,G1,2,LA,26,PL3,H2,2,Jb3,1,no,FALSE,14.351181854456,2.42047729994618,
id453,ad,24,c2,p3,999,sacc5,time5,4,F0,G1,2,LA,25,PL3,H2,2,Jb3,1,yes,FALSE,6.11600678429522,1.8020208994943,
id275,ab,10,c2,p2,1521,sacc1,time3,4,M0,G1,2,LA,31,PL3,H2,1,Jb2,1,yes,FALSE,7.89753571546499,1.04591040818979,
id104,ad,7,c4,p3,730,sacc5,time5,4,F0,G1,2,ME,46,PL3,H1,2,Jb2,1,no,FALSE,3.19978927288931,0.342022674890937,
id990,ab,18,c0,p2,3244,sacc1,time3,1,M1,G1,4,LA,33,PL1,H2,2,Jb3,1,no,FALSE,18.5525847861661,1.65145341174895,
id221,ab,48,c0,p9,12204,sacc5,time3,2,F0,G1,2,LA,48,PL1,H2,1,Jb4,1,no,FALSE,66.4192632410662,4.04297903056776,
id486,ad,36,c4,p9,6304,sacc5,time5,4,F0,G1,4,SM,36,PL3,H2,2,Jb3,1,yes,FALSE,33.3447357381162,2.69632556974564,
id127,ab,48,c0,p9,3844,sacc2,time4,4,F0,G1,4,XL,34,PL3,H3,1,Jb2,2,yes,FALSE,20.6683277701709,4.16217122366305,
id591,ad,12,c4,p2,1935,sacc1,time5,4,F0,G1,4,SM,43,PL3,H2,3,Jb3,1,no,FALSE,10.8062478487302,1.39904724035644,
id782,ad,12,c2,p2,1123,sacc3,time3,4,M1,G1,4,LA,29,PL3,H1,1,Jb2,1,yes,FALSE,5.50810743524877,1.06594801444168,
id73,ad,39,c2,p1,2569,sacc3,time3,4,F0,G1,4,LA,24,PL3,H2,1,Jb3,1,yes,FALSE,14.4529173313517,3.28735715503399,
id885,ab,48,c1,p0,12169,sacc5,time1,4,F0,G2,4,XL,36,PL3,H3,1,Jb4,1,no,FALSE,65.8776103729881,3.69346555146308,
id424,ab,20,c0,p1,6148,sacc2,time5,3,F1,G1,4,LA,31,PL1,H2,2,Jb3,1,no,FALSE,32.5412564682901,1.6611255444098,
id304,aa,24,c3,p0,1333,sacc1,time1,4,F0,G1,2,SM,43,PL3,H3,2,Jb3,2,yes,FALSE,7.87407176776442,1.53824534364685,
id231,ad,11,c4,p0,1393,sacc1,time2,4,M1,G1,4,LA,35,PL3,H2,2,Jb4,1,yes,FALSE,7.31995264470299,0.707963201164277,
id978,ad,36,c2,p6,1819,sacc1,time3,4,F0,G1,4,XL,37,PL2,H3,1,Jb3,1,no,FALSE,9.34235638364409,3.08818111843758,
id405,ad,36,c2,p1,8133,sacc1,time3,1,M1,G1,2,ME,30,PL1,H2,1,Jb3,1,yes,FALSE,44.3433623113827,3.27212637116492,
id912,ad,18,c2,p2,1984,sacc1,time3,4,F0,G1,4,XL,47,PL1,H3,2,Jb3,1,yes,FALSE,11.34674230377,1.83786224181336,
id7,ab,12,c2,p3,1155,sacc1,time5,3,F1,G3,3,SM,40,PL1,H2,2,Jb2,1,yes,FALSE,6.98537764147291,1.23162142515246,
id596,aa,18,c2,p6,750,sacc1,time1,4,M1,G1,1,SM,27,PL3,H2,1,Jb1,1,yes,FALSE,4.62341499730688,1.72188618048253,
id213,ad,12,c4,p3,1291,sacc1,time3,4,M1,G1,2,ME,35,PL3,H2,2,Jb3,1,yes,FALSE,7.45421562394439,1.46288792485525,
id488,ab,18,c4,p9,3590,sacc1,time1,3,F1,G1,3,LA,40,PL3,H2,3,Jb1,2,no,FALSE,19.6300646362886,1.70306252050333,
id471,aa,12,c2,p3,2214,sacc1,time3,4,F0,G1,3,ME,24,PL3,H2,1,Jb2,1,yes,FALSE,12.428976240384,0.938479338770182,
id259,ab,11,c2,p2,1577,sacc4,time2,4,M1,G1,1,SM,20,PL3,H2,1,Jb3,1,yes,FALSE,8.52785023210758,1.20668852044143,
id996,ac,18,c2,p2,3049,sacc1,time2,1,M1,G1,1,ME,45,PL2,H2,1,Jb2,1,yes,FALSE,17.0176409498354,1.69876503845653,
id192,ad,15,c3,p1,3594,sacc1,time2,1,M1,G1,2,ME,46,PL3,H2,2,Jb2,1,yes,FALSE,19.2038746251392,1.07791969837207,
id59,ad,9,c4,p6,936,sacc3,time5,4,F0,G1,2,LA,52,PL3,H2,2,Jb3,1,no,FALSE,4.87813782485613,0.716033373053528,
id372,ad,9,c2,p0,3577,sacc2,time3,1,F0,G3,2,SM,26,PL3,H1,1,Jb3,2,yes,TRUE,18.9427541951073,1.10175123107466,
id255,ab,20,c2,p1,6468,sacc5,time1,1,M0,G1,4,SM,60,PL3,H2,1,Jb4,1,no,FALSE,34.3325306245507,1.23563215980412,
id656,ad,27,c4,p2,4526,sacc4,time2,4,F0,G1,2,SM,32,PL2,H2,2,Jb2,2,no,FALSE,24.4036470629621,2.24045064892366,
id900,ad,36,c2,p3,2299,sacc3,time5,4,F0,G1,4,LA,39,PL3,H2,1,Jb3,1,yes,FALSE,12.3608518820592,2.89441837063211,
id175,ab,30,c4,p0,4249,sacc1,time1,4,F1,G1,2,LA,28,PL3,H2,2,Jb4,1,yes,FALSE,23.059455564215,2.54357440396358,
id820,ab,18,c2,p5,3872,sacc1,time1,2,M1,G1,4,LA,67,PL3,H2,1,Jb3,1,no,FALSE,20.8787142202801,1.74459388249166,
id103,ad,48,c2,p9,3914,sacc5,time3,4,M0,G1,2,SM,38,PL1,H2,1,Jb3,1,yes,FALSE,20.2706506427423,4.03546456620438,
id983,ab,18,c2,p3,1301,sacc1,time5,4,F1,G3,2,SM,32,PL3,H2,1,Jb2,1,yes,FALSE,7.91288050336003,1.18882501076764,
id807,ad,18,c4,p3,629,sacc3,time5,4,F0,G1,3,ME,32,PL1,H2,2,Jb4,1,no,FALSE,3.45337618648811,1.57196286860671,
id210,aa,12,c2,p0,3651,sacc4,time3,1,F0,G1,3,ME,31,PL3,H2,1,Jb3,2,yes,FALSE,18.8595196319949,0.528672429456086,
id974,ab,15,c4,p3,1537,sacc5,time5,4,F0,G3,4,SM,50,PL3,H2,2,Jb3,1,no,FALSE,9.32972547119906,0.769658953460301,
id568,ad,30,c4,p1,7596,sacc5,time5,1,F0,G1,4,LA,63,PL3,H2,2,Jb3,1,yes,FALSE,41.6557392251587,2.5207564826059,
id553,aa,15,c2,p0,3959,sacc1,time3,3,M1,G1,2,ME,29,PL3,H2,1,Jb3,1,no,FALSE,21.3067436924486,0.978979150330702,
id615,aa,12,c4,p0,691,sacc1,time5,4,F0,G1,3,ME,35,PL3,H2,2,Jb3,1,yes,FALSE,3.83136202233986,1.19068997396651,
id269,ac,4,c2,p0,1494,sacc5,time2,1,F0,G1,2,SM,29,PL3,H2,1,Jb2,2,yes,TRUE,7.21970426761675,0.75223081180534,
id302,ad,24,c2,p2,3062,sacc3,time5,4,F0,G1,3,XL,32,PL3,H1,1,Jb3,1,no,FALSE,15.8129295297805,2.09494613803128,
id943,ad,10,c4,p2,2069,sacc5,time3,2,F1,G1,1,LA,26,PL3,H2,2,Jb3,1,yes,TRUE,10.5957343351727,1.25421395328538,
id964,ab,18,c2,p1,2779,sacc1,time3,1,F1,G1,3,LA,21,PL3,H1,1,Jb3,1,no,FALSE,14.5565141826273,1.85450830863209,
id314,ac,24,c2,p3,1258,sacc3,time3,3,M1,G1,3,LA,57,PL3,H2,1,Jb2,1,yes,FALSE,6.20808239767614,2.10474500354697,
id757,ab,6,c1,p0,931,sacc2,time2,1,M1,G1,1,ME,32,PL2,H2,1,Jb2,1,yes,FALSE,5.84326663092809,0.696388973927038,
id927,ad,9,c2,p0,2507,sacc3,time5,2,F0,G1,4,XL,51,PL3,H3,1,Jb2,1,yes,FALSE,13.0360127228789,0.557034189375487,
id531,ad,18,c3,p2,1808,sacc1,time4,4,M1,G1,1,SM,22,PL3,H2,1,Jb3,1,yes,FALSE,10.1604241249025,1.4178123168014,
id361,ad,30,c4,p3,5954,sacc1,time4,3,F0,G2,2,LA,38,PL3,H2,1,Jb3,1,yes,FALSE,32.6534542824712,2.12093421358275,
id153,ad,33,c4,p1,7253,sacc1,time4,3,F0,G1,2,LA,35,PL3,H2,2,Jb4,1,no,FALSE,40.0151020753724,2.69661305462976,
id680,ac,36,c2,p3,3913,sacc1,time3,2,F0,G1,2,SM,23,PL3,H2,1,Jb3,1,no,FALSE,21.7562494134407,3.26249901684956,
id872,aa,12,c2,p2,2577,sacc1,time3,2,M0,G1,1,LA,42,PL3,H2,1,Jb3,1,yes,FALSE,14.836530426785,1.3863351095294,
id4,ad,12,c2,p9,1542,sacc1,time4,2,F0,G1,4,LA,36,PL3,H2,1,Jb3,1,no,FALSE,9.04876690980802,1.37676577595481,
id339,ab,30,c2,p3,2991,sacc5,time5,2,M1,G1,4,LA,25,PL3,H2,1,Jb3,1,yes,FALSE,16.2786895000454,2.65497528656182,
id273,ad,24,c3,p9,2375,sacc3,time3,4,F0,G1,2,LA,44,PL3,H2,2,Jb3,2,no,FALSE,13.8274218594948,1.63933748978018,
id858,aa,18,c2,p3,3190,sacc1,time3,2,M1,G1,2,SM,24,PL3,H2,1,Jb3,1,yes,FALSE,16.9515511859384,1.9009460234777,
id761,ab,60,c3,p3,7418,sacc5,time3,1,F0,G1,1,SM,27,PL3,H2,1,Jb2,1,yes,FALSE,39.4086519233535,5.46442503708715,
id511,ac,9,c0,p3,1337,sacc1,time2,4,F0,G1,2,LA,34,PL3,H2,2,Jb4,1,no,FALSE,7.20696782897447,0.580530437372981,
id562,ab,15,c4,p3,2728,sacc5,time4,4,F0,G3,2,SM,35,PL1,H2,3,Jb3,1,no,FALSE,14.7707052767621,1.46786900985239,
id450,ad,36,c4,p1,5711,sacc4,time5,4,F0,G1,2,LA,38,PL3,H2,2,Jb4,1,no,FALSE,31.9353270965822,3.30975298288761,
id131,ab,6,c2,p3,2063,sacc1,time2,4,F1,G1,3,LA,30,PL3,H1,1,Jb4,1,no,FALSE,11.5416675740288,0.490967720801933,
id404,ad,24,c2,p2,5511,sacc2,time3,4,F0,G1,1,LA,25,PL2,H2,1,Jb3,1,yes,FALSE,30.2338703662335,2.49655233829317,
id441,aa,12,c2,p3,1498,sacc1,time3,4,M1,G1,1,LA,23,PL1,H2,1,Jb3,1,yes,FALSE,8.97017211456769,0.730938178044699,
id732,ad,9,c2,p2,1388,sacc1,time3,4,M1,G1,2,SM,26,PL3,H1,1,Jb3,1,yes,FALSE,8.38725564473351,0.961705966387368,
id399,ac,18,c2,p2,2864,sacc1,time3,2,F0,G1,1,SM,34,PL3,H2,1,Jb2,2,yes,FALSE,14.8365479046124,1.22890864417999,
id365,ad,15,c2,p1,3029,sacc1,time4,2,F0,G1,2,LA,33,PL3,H2,1,Jb3,1,yes,FALSE,16.9940625249482,0.895647566783018,
id579,ab,9,c2,p2,959,sacc1,time3,1,M1,G1,2,LA,29,PL3,H2,1,Jb3,1,yes,TRUE,5.20989214525667,0.855105293474355,
id705,ab,15,c2,p0,2631,sacc2,time3,2,M1,G1,4,LA,28,PL3,H1,2,Jb3,1,no,FALSE,14.6111571631842,0.902770655372033,
id710,ad,9,c2,p4,1236,sacc1,time2,1,M1,G1,4,SM,23,PL3,H1,1,Jb3,1,no,FALSE,6.86788248879245,0.393799436189604,
id967,ad,5,c2,p9,3448,sacc1,time4,1,F0,G1,4,SM,74,PL3,H2,1,Jb2,1,yes,FALSE,18.1889531196583,0.863470452556559,
id605,aa,12,c2,p2,1657,sacc1,time3,2,F0,G1,2,SM,27,PL3,H2,1,Jb3,1,yes,FALSE,9.87330822994337,1.34808429620088,
id637,aa,12,c4,p0,3499,sacc1,time3,3,M1,G2,2,SM,29,PL3,H2,2,Jb3,1,yes,FALSE,18.8961560032975,1.39550257389519,
id714,ad,21,c4,p0,12680,sacc5,time5,4,F0,G1,4,XL,30,PL3,H3,1,Jb4,1,no,FALSE,67.9612329243295,1.55111330982737,
id665,ac,12,c2,p2,1424,sacc5,time5,3,M1,G1,4,SM,55,PL3,H2,1,Jb4,1,no,FALSE,7.03871607230446,1.4287844211889,
id918,ab,15,c0,p0,1778,sacc1,time2,2,M1,G1,1,SM,26,PL3,H1,2,Jb1,1,yes,FALSE,10.0989227606457,1.23641462693373,
id0,ad,9,c2,p2,2301,sacc2,time2,2,M1,G1,4,ME,22,PL3,H1,1,Jb3,1,yes,FALSE,11.4931053670993,1.00292333123045,
id659,aa,18,c1,p2,1553,sacc1,time3,4,F0,G1,3,LA,44,PL1,H2,1,Jb3,1,yes,FALSE,7.64374683610766,1.5083280531926,
id867,ad,24,c4,p3,1516,sacc4,time3,4,M1,G1,1,SM,43,PL3,H2,2,Jb2,1,yes,FALSE,7.63984397384731,2.22091700744376,
id286,aa,24,c2,p1,2964,sacc5,time5,4,F0,G1,4,XL,49,PL1,H3,1,Jb3,2,no,FALSE,17.0748852136637,1.67217794208036,
id267,ab,24,c4,p2,4736,sacc1,time2,2,M1,G1,4,LA,25,PL1,H2,1,Jb2,1,yes,FALSE,25.6327354190619,1.55739543967206,
id518,ab,72,c2,p3,5595,sacc2,time3,2,F1,G1,2,LA,24,PL3,H2,1,Jb3,1,yes,FALSE,31.1106430578569,6.05923244660545,
id309,aa,48,c2,p3,6999,sacc1,time4,1,F1,G3,1,SM,34,PL3,H2,2,Jb3,1,no,FALSE,38.4402158854426,4.26588450384867,
id809,ab,6,c2,p3,484,sacc1,time4,3,F1,G3,3,SM,28,PL1,H2,1,Jb2,1,yes,FALSE,2.82907229774739,0.824110881156576,
id368,ad,18,c2,p3,433,sacc1,time1,3,M1,G2,4,SM,22,PL3,H1,1,Jb3,1,yes,FALSE,1.37600686975608,1.22767764893476,
id474,ab,21,c2,p9,1188,sacc1,time5,2,M1,G1,4,ME,39,PL3,H2,1,Jb3,2,yes,FALSE,7.25701841338217,2.15387578133247,
id862,ad,4,c4,p3,1544,sacc1,time4,2,F0,G1,1,SM,42,PL3,H2,3,Jb2,2,yes,FALSE,7.70589920339054,0.817990352260103,
id678,ad,24,c2,p1,2603,sacc4,time3,2,M1,G1,4,LA,28,PL3,H1,1,Jb3,1,no,FALSE,14.5111634045374,2.07397639727436,
id150,ad,24,c2,p1,9277,sacc5,time3,2,M0,G1,4,XL,48,PL3,H3,1,Jb3,1,no,FALSE,49.6222308135553,1.69636368463773,
id916,ad,12,c2,p0,2859,sacc5,time1,4,F0,G1,4,XL,38,PL3,H2,1,Jb4,1,no,FALSE,15.7596210255062,0.576491738492513,
id139,ad,24,c4,p3,2223,sacc2,time5,4,F0,G1,4,ME,52,PL1,H2,2,Jb3,1,yes,FALSE,11.1530683861353,2.24806115786687,
id578,aa,24,c2,p9,6568,sacc1,time3,2,F1,G1,2,LA,21,PL2,H2,1,Jb2,1,yes,FALSE,35.6961942570891,1.50628389404607,
id321,aa,24,c3,p3,1659,sacc1,time2,4,M1,G1,2,LA,29,PL3,H1,1,Jb2,1,no,FALSE,8.22710108899559,1.71430000297064,
id100,ad,18,c0,p9,4165,sacc1,time3,2,F0,G1,2,LA,36,PL2,H2,2,Jb3,2,yes,FALSE,21.8055416420936,1.82136917336879,
id61,ad,6,c4,p3,700,sacc5,time5,4,F0,G1,4,XL,36,PL3,H3,2,Jb3,1,yes,FALSE,4.69107008448962,0.580586926565045,
id930,aa,6,c2,p0,1374,sacc5,time1,4,M1,G1,3,ME,75,PL3,H2,1,Jb4,1,no,FALSE,8.28885914845296,0.917340854067367,
id728,ad,6,c2,p8,1238,sacc5,time1,4,F0,G1,4,ME,36,PL3,H2,1,Jb4,2,no,FALSE,6.55198790661679,0.543170319456741,
